close,epoch,high,low,open,volume
1.14075,1783926900,1.14084,1.14067,1.14081,1.0
1.14081,1783927200,1.14094,1.14068,1.14075,1.0
1.14093,1783927500,1.14094,1.14067,1.14081,1.0
1.14104,1783927800,1.14104,1.14069,1.14093,1.0
1.14196,1783928100,1.1422,1.14104,1.14104,1.0
1.14166,1783928400,1.14198,1.14164,1.14196,1.0
1.14219,1783928700,1.14224,1.14167,1.14167,1.0
1.14258,1783929000,1.14262,1.14213,1.14219,1.0
1.14247,1783929300,1.14261,1.14231,1.14258,1.0
1.14283,1783929600,1.14287,1.14243,1.14247,1.0
1.14353,1783929900,1.14353,1.14276,1.14282,1.0
1.14398,1783930200,1.14433,1.14342,1.14354,1.0
1.14417,1783930500,1.14459,1.14397,1.14398,1.0
1.14401,1783930800,1.14423,1.14401,1.14417,1.0
1.14386,1783931100,1.14408,1.14373,1.144,1.0
1.14384,1783931400,1.14399,1.14366,1.14385,1.0
1.14381,1783931700,1.14386,1.14358,1.14383,1.0
1.14395,1783932000,1.14407,1.1438,1.14382,1.0
1.14396,1783932300,1.14398,1.14382,1.14395,1.0
1.14387,1783932600,1.14397,1.14371,1.14396,1.0
1.1436,1783932900,1.14387,1.14358,1.14387,1.0
1.14364,1783933200,1.14366,1.1434,1.1436,1.0
1.14339,1783933500,1.14373,1.14336,1.14365,1.0
1.14316,1783933800,1.14338,1.14311,1.14337,1.0
1.14308,1783934100,1.14345,1.14304,1.14316,1.0
1.14301,1783934400,1.14315,1.14286,1.14311,1.0
1.14323,1783934700,1.14327,1.14293,1.14297,1.0
1.14301,1783935000,1.14331,1.14299,1.14321,1.0
1.14286,1783935300,1.14304,1.14286,1.14301,1.0
1.14297,1783935600,1.14307,1.14278,1.14285,1.0
1.14289,1783935900,1.14312,1.14281,1.14297,1.0
1.14297,1783936200,1.14297,1.14274,1.14289,1.0
1.14315,1783936500,1.14315,1.14296,1.14297,1.0
1.14328,1783936800,1.14328,1.14307,1.14315,1.0
1.14338,1783937100,1.14345,1.14311,1.14327,1.0
1.14318,1783937400,1.14344,1.14317,1.14339,1.0
1.14302,1783937700,1.14318,1.14295,1.14318,1.0
1.14296,1783938000,1.14304,1.14292,1.14303,1.0
1.14291,1783938300,1.14308,1.14279,1.14296,1.0
1.14276,1783938600,1.143,1.14275,1.14291,1.0
1.14299,1783938900,1.143,1.14262,1.14276,1.0
1.1429,1783939200,1.14316,1.1429,1.14299,1.0
1.14331,1783939500,1.14331,1.14284,1.14291,1.0
1.14344,1783939800,1.14348,1.14326,1.14331,1.0
1.14355,1783940100,1.14355,1.14337,1.14344,1.0
1.1435,1783940400,1.14359,1.14325,1.14356,1.0
1.14301,1783940700,1.14372,1.143,1.1435,1.0
1.14303,1783941000,1.14304,1.14277,1.14302,1.0
1.14267,1783941300,1.14303,1.14265,1.14301,1.0
1.14274,1783941600,1.14274,1.14253,1.14268,1.0
1.14291,1783941900,1.14303,1.14273,1.14274,1.0
1.14304,1783942200,1.14309,1.14287,1.14291,1.0
1.14277,1783942500,1.14303,1.14268,1.14303,1.0
1.14303,1783942800,1.14303,1.14271,1.14271,1.0
1.14297,1783943100,1.14302,1.14284,1.14302,1.0
1.14282,1783943400,1.143,1.14277,1.14297,1.0
1.14276,1783943700,1.14288,1.14268,1.14283,1.0
1.14273,1783944000,1.14307,1.14264,1.14276,1.0
1.14236,1783944300,1.14279,1.14221,1.14272,1.0
1.14223,1783944600,1.14262,1.14206,1.14235,1.0
1.14233,1783944900,1.14244,1.14221,1.14223,1.0
1.14245,1783945200,1.14245,1.14211,1.14232,1.0
1.14241,1783945500,1.14252,1.14216,1.14244,1.0
1.14268,1783945800,1.14268,1.14231,1.14241,1.0
1.14267,1783946100,1.14287,1.14262,1.14268,1.0
1.14254,1783946400,1.14287,1.14254,1.14267,1.0
1.14261,1783946700,1.14282,1.14249,1.14254,1.0
1.14254,1783947000,1.14264,1.14219,1.14261,1.0
1.14309,1783947300,1.14309,1.14254,1.14254,1.0
1.14309,1783947600,1.14331,1.14299,1.14309,1.0
1.14301,1783947900,1.1431,1.14289,1.14309,1.0
1.14266,1783948200,1.14305,1.14261,1.14301,1.0
1.14256,1783948500,1.1427,1.1425,1.14266,1.0
1.14252,1783948800,1.14274,1.1425,1.14256,1.0
1.14246,1783949100,1.1426,1.14229,1.14253,1.0
1.14255,1783949400,1.14265,1.1424,1.14246,1.0
1.14232,1783949700,1.14297,1.14232,1.14255,1.0
1.14208,1783950000,1.14241,1.14196,1.14232,1.0
1.14183,1783950300,1.14222,1.14183,1.14209,1.0
1.14186,1783950600,1.1419,1.14158,1.14182,1.0
1.14146,1783950900,1.1419,1.14145,1.14186,1.0
1.1414,1783951200,1.14161,1.14108,1.14146,1.0
1.14151,1783951500,1.14157,1.14135,1.14141,1.0
1.14139,1783951800,1.14152,1.1413,1.14152,1.0
1.1404,1783952100,1.14149,1.14014,1.14139,1.0
1.1407,1783952400,1.14076,1.14021,1.1404,1.0
1.14077,1783952700,1.14088,1.14055,1.14067,1.0
1.14053,1783953000,1.14091,1.14053,1.14079,1.0
1.14023,1783953300,1.14054,1.1402,1.14052,1.0
1.14029,1783953600,1.14029,1.14,1.14023,1.0
1.14037,1783953900,1.14073,1.14017,1.1403,1.0
1.13996,1783954200,1.14038,1.13994,1.14036,1.0
1.14057,1783954500,1.14057,1.13986,1.13996,1.0
1.14018,1783954800,1.14064,1.14014,1.14062,1.0
1.14027,1783955100,1.14045,1.14017,1.14018,1.0
1.13983,1783955400,1.14029,1.13975,1.14027,1.0
1.14007,1783955700,1.14007,1.13966,1.13983,1.0
1.14007,1783956000,1.1402,1.14006,1.14007,1.0
1.13995,1783956300,1.14008,1.13989,1.14008,1.0
1.13969,1783956600,1.13999,1.13965,1.13994,1.0
1.13977,1783956900,1.13988,1.13965,1.13969,1.0
1.13997,1783957200,1.14009,1.13976,1.13978,1.0
1.1398,1783957500,1.13999,1.13971,1.13997,1.0
1.14012,1783957800,1.14012,1.13976,1.13981,1.0
1.14015,1783958100,1.14039,1.14005,1.14012,1.0
1.14011,1783958400,1.1402,1.14001,1.14016,1.0
1.14013,1783958700,1.14021,1.14002,1.14011,1.0
1.14014,1783959000,1.14027,1.14006,1.14013,1.0
1.13982,1783959300,1.14016,1.13977,1.14015,1.0
1.13959,1783959600,1.13982,1.13956,1.13982,1.0
1.13911,1783959900,1.13966,1.13897,1.13959,1.0
1.13841,1783960200,1.13912,1.1383,1.13912,1.0
1.13874,1783960500,1.13874,1.13829,1.13841,1.0
1.13897,1783960800,1.13903,1.13849,1.13874,1.0
1.13874,1783961100,1.13922,1.13859,1.13899,1.0
1.13862,1783961400,1.13886,1.13838,1.13873,1.0
1.13888,1783961700,1.13888,1.13851,1.13862,1.0
1.13883,1783962000,1.13894,1.13856,1.13888,1.0
1.13904,1783962300,1.13908,1.13883,1.13884,1.0
1.13872,1783962600,1.13905,1.13869,1.13904,1.0
1.13878,1783962900,1.13886,1.13861,1.13871,1.0
1.13873,1783963200,1.13892,1.13872,1.13878,1.0
1.13876,1783963500,1.13883,1.13858,1.13873,1.0
1.13877,1783963800,1.13877,1.13861,1.13876,1.0
1.13866,1783964100,1.13879,1.13861,1.13879,1.0
1.13886,1783964400,1.1389,1.13857,1.13866,1.0
1.1388,1783964700,1.13901,1.13876,1.13887,1.0
1.13871,1783965000,1.13884,1.1386,1.13879,1.0
1.13863,1783965300,1.13878,1.13862,1.13871,1.0
